0|1|2|3|4|5
Sports|Top Free|10|PrizePicks - Fantasy Sports|SidePrize, LLC|https://apps.apple.com/us/app/prizepicks-fantasy-sports/id1437843273
Sports|Top Free|11|Sleeper - Fantasy Sports|Blitz Studios|https://apps.apple.com/us/app/sleeper-fantasy-sports/id987367543
Sports|Top Free|12|FanDuel Sportsbook & Casino|FanDuel, Inc.|https://apps.apple.com/us/app/fanduel-sportsbook-casino/id1413721906
Sports|Top Free|13|MLB Ballpark|MLB|https://apps.apple.com/us/app/mlb-ballpark/id513135722
Sports|Top Free|14|sportsYou|sportsYou|https://apps.apple.com/us/app/sportsyou/id1186906455
Sports|Top Free|15|DraftKings Sportsbook & Casino|DraftKings|https://apps.apple.com/us/app/draftkings-sportsbook-casino/id1375031369
Sports|Top Free|16|Fliff - Social Sports Picks|Fliff Inc.|https://apps.apple.com/us/app/fliff-social-sports-picks/id1489145500
Sports|Top Free|17|Underdog Fantasy Sports|Underdog Sports, Inc.|https://apps.apple.com/us/app/underdog-fantasy-sports/id1514665962
Sports|Top Free|18|ESPN BET Sportsbook|Score Media and Gaming Inc.|https://apps.apple.com/us/app/espn-bet-sportsbook/id6463805689
Sports|Top Free|19|Yahoo Fantasy Football, Sports|Yahoo|https://apps.apple.com/us/app/yahoo-fantasy-football-sports/id328415391
Sports|Top Free|20|TeamSnap|TeamSnap, Inc.|https://apps.apple.com/us/app/teamsnap/id393048976
Social Networking|Top Paid|1|TeleGuard|Swisscows AG|https://apps.apple.com/us/app/teleguard/id1505636751
Social Networking|Top Paid|2|Threema. The Secure Messenger|Threema GmbH|https://apps.apple.com/us/app/threema-the-secure-messenger/id578665578
Social Networking|Top Paid|3|imo video calls and chat HD|Baby Penguin|https://apps.apple.com/us/app/imo-video-calls-and-chat-hd/id1400579543
Social Networking|Top Paid|4|Free Tone - Calling & Texting|TextMe, Inc.|https://apps.apple.com/us/app/free-tone-calling-texting/id338088432
Social Networking|Top Paid|5|Badoo Premium|Badoo Software Ltd|https://apps.apple.com/us/app/badoo-premium/id403684733
Social Networking|Top Paid|6|SocialFocus: Hide Distractions|Yevhen Tretiakov|https://apps.apple.com/us/app/socialfocus-hide-distractions/id1661093205
Social Networking|Top Paid|7|Instagram Feed|Hemal Modi|https://apps.apple.com/us/app/instagram-feed/id1561481612
Social Networking|Top Paid|8|WristChat for Facebook|Muhammad Siddiqui|https://apps.apple.com/us/app/wristchat-for-facebook/id1449383466
Social Networking|Top Paid|9|Tik Watch|BEST SOCIAL APPS DEVELOPMENT LTD|https://apps.apple.com/us/app/tik-watch/id1557908115
Social Networking|Top Paid|10|Friendly Plus Social Browser|Friendly, Inc.|https://apps.apple.com/us/app/friendly-plus-social-browser/id382011064
Social Networking|Top Paid|11|TeamSpeak 3|TeamSpeak Systems Inc|https://apps.apple.com/us/app/teamspeak-3/id577628510
Social Networking|Top Paid|12|Fongo World Edition|Fongo Inc.|https://apps.apple.com/us/app/fongo-world-edition/id860809977
Social Networking|Top Paid|13|World of WIT|Vogelbusch & Co|https://apps.apple.com/us/app/world-of-wit/id748363889
Social Networking|Top Paid|14|WeTalk Pro- WiFi Calling Phone|WePhone Apps Inc|https://apps.apple.com/us/app/wetalk-pro-wifi-calling-phone/id463371412
Social Networking|Top Paid|15|Chroncord|Tyler Smith|https://apps.apple.com/us/app/chroncord/id6475702873
Social Networking|Top Paid|16|Wrist for GroupMe|Sana Siddiqui|https://apps.apple.com/us/app/wrist-for-groupme/id1444534358
Social Networking|Top Paid|17|iFake - Funny Fake Messages Creator|Tien Nguyen|https://apps.apple.com/us/app/ifake-funny-fake-messages-creator/id1255141711
Social Networking|Top Paid|18|Friends - Live Video Chat|Renaissance Apps LLC|https://apps.apple.com/us/app/friends-live-video-chat/id1553212779
Social Networking|Top Paid|19|California Roping|CaliforniaRoping LLC|https://apps.apple.com/us/app/california-roping/id6587565437
Social Networking|Top Paid|20|Laserhouse: Crypto Laser Eyes|Tae ho Lee|https://apps.apple.com/us/app/laserhouse-crypto-laser-eyes/id1555694952
Sports|Top Paid|1|Fantasy Baseball Draft Kit '25|Roto Sports, Inc.|https://apps.apple.com/us/app/fantasy-baseball-draft-kit-25/id6737812856
Sports|Top Paid|2|JB4 Mobile|Dmac Mobile Developments, LLC|https://apps.apple.com/us/app/jb4-mobile/id794841332
Sports|Top Paid|3|J23 - Release Dates & Restocks|Plan23, LLC|https://apps.apple.com/us/app/j23-release-dates-restocks/id497880658
Sports|Top Paid|4|Next Batter Up: Walk-Up Music|Joshua Hart|https://apps.apple.com/us/app/next-batter-up-walk-up-music/id1524179572
Sports|Top Paid|5|Shot Tracer|Visual Vertigo Software Technologies GmbH|https://apps.apple.com/us/app/shot-tracer/id1140451547
Sports|Top Paid|6|The Golf Tracer|Swing by Swing Golf, Inc.|https://apps.apple.com/us/app/the-golf-tracer/id1330717186
Sports|Top Paid|7|Tour Tempo Total Game|Tour Tempo|https://apps.apple.com/us/app/tour-tempo-total-game/id329937776
Sports|Top Paid|8|Ballistic X|Nomad Innovations, LLC|https://apps.apple.com/us/app/ballistic-x/id1441335342
Sports|Top Paid|9|PractiScore Competitor|Eugene Kuleshov|https://apps.apple.com/us/app/practiscore-competitor/id1191380081
Sports|Top Paid|10|QZ - qdomyos-zwift|Roberto Viola|https://apps.apple.com/us/app/qz-qdomyos-zwift/id1543684531
Sports|Top Paid|11|Bikee|Sammy Azdoufal|https://apps.apple.com/us/app/bikee/id6736371607
Sports|Top Paid|12|Shooter (Ballistic Calculator)|Kennedy Development Group, LLC|https://apps.apple.com/us/app/shooter-ballistic-calculator/id478462401
Sports|Top Paid|13|SprintTimer - Photo Finish|Sten Kaiser|https://apps.apple.com/us/app/sprinttimer-photo-finish/id430807521
Sports|Top Paid|14|PinPal|Jeff Stuart|https://apps.apple.com/us/app/pinpal/id321817464
Sports|Top Paid|15|Turkey Tech|GOT GAME TECHNOLOGIES, LLC|https://apps.apple.com/us/app/turkey-tech/id1294504600
Sports|Top Paid|16|DashCommand - OBD-II Gauges|Auto Meter Products, Inc.|https://apps.apple.com/us/app/dashcommand-obd-ii-gauges/id321293183
Sports|Top Paid|17|FaceOffAcademy|Aptis Group Inc.|https://apps.apple.com/us/app/faceoffacademy/id1121456537
Sports|Top Paid|18|Like My Drill|PLAYMATE Tennis|https://apps.apple.com/us/app/like-my-drill/id499648757
Sports|Top Paid|19|LAX Time & Score|Shawn Lavin|https://apps.apple.com/us/app/lax-time-score/id360366633
Sports|Top Paid|20|Archer's Mark|ULTRAVIEW Archery, Inc.|https://apps.apple.com/us/app/archers-mark/id333265578
